1.42372e+06;733769;1.27449e+06;1;11
1.36173e+06;732458;1.27602e+06;2;9
1.35134e+06;646764;1.28401e+06;2;10
1.3328e+06;737536;1.27718e+06;2;10
1.26705e+06;600089;1.28748e+06;2;13
1.26436e+06;685482;1.28009e+06;1;12
1.25594e+06;686495;1.27985e+06;2;11
1.24957e+06;700622;1.27774e+06;1;13
1.24758e+06;706385;1.27846e+06;3;12
1.22903e+06;607880;1.2866e+06;2;12
1.22736e+06;694190;1.2797e+06;2;12
1.21096e+06;703090;1.27861e+06;3;12
1.20781e+06;661673;1.28236e+06;1;12
1.20504e+06;676061;1.28075e+06;2;12
1.20242e+06;624823;1.28514e+06;3;13
1.20236e+06;589844;1.29063e+06;2;13
1.20231e+06;724043;1.27903e+06;2;11
1.19687e+06;571948;1.29163e+06;2;11
1.18469e+06;706280;1.27906e+06;3;12
1.18436e+06;631562;1.28583e+06;2;12
1.18159e+06;699122;1.27941e+06;2;13
1.17797e+06;578189;1.29211e+06;3;13
1.17783e+06;687805;1.27995e+06;2;13
1.17491e+06;590848;1.29071e+06;2;13
1.17416e+06;682025;1.28059e+06;3;13
1.1705e+06;591768;1.28814e+06;3;13
1.16498e+06;581604;1.292e+06;2;12
1.15188e+06;695068;1.27972e+06;2;13
1.15126e+06;690569;1.28073e+06;3;13
1.14292e+06;632723;1.28529e+06;2;13
1.13991e+06;594086;1.28771e+06;3;13
1.13896e+06;654150;1.28266e+06;2;12
1.1372e+06;668976;1.28118e+06;1;13
1.13584e+06;652824;1.28379e+06;3;13
1.13207e+06;686584;1.28182e+06;3;13
1.13049e+06;662593;1.28208e+06;3;13
1.1281e+06;599392;1.289e+06;2;12
1.12548e+06;646771;1.284e+06;3;12
1.12502e+06;698743;1.28091e+06;2;13
1.12152e+06;686617;1.28101e+06;3;14
1.12138e+06;616570;1.2865e+06;1;13
1.12035e+06;657288;1.28275e+06;2;14
1.11995e+06;613178;1.2871e+06;3;13
1.11973e+06;673162;1.28248e+06;3;13
1.11145e+06;581662;1.29132e+06;3;12
1.10043e+06;633503;1.28465e+06;2;14
1.09848e+06;686617;1.28123e+06;3;14
1.0984e+06;601810;1.28886e+06;2;13
1.09566e+06;683308;1.28292e+06;2;13
1.09407e+06;689581;1.28116e+06;3;14
1.09206e+06;647460;1.28586e+06;3;14
1.09191e+06;556140;1.30762e+06;3;13
1.09154e+06;690292;1.28261e+06;3;14
1.09123e+06;635333;1.28654e+06;2;14
1.08952e+06;658315;1.28353e+06;3;14
1.08699e+06;683953;1.28322e+06;2;14
1.0859e+06;614254;1.28686e+06;3;13
1.08449e+06;566651;1.29402e+06;2;14
1.08217e+06;567134;1.29299e+06;3;13
1.07772e+06;605529;1.28783e+06;2;13
1.07668e+06;591531;1.28973e+06;3;13
1.07486e+06;637531;1.28595e+06;2;14
1.07474e+06;570194;1.29367e+06;3;14
1.06894e+06;647839;1.28589e+06;3;14
1.06889e+06;649828;1.28603e+06;3;14
1.06824e+06;675502;1.28389e+06;3;15
1.0676e+06;571396;1.2937e+06;2;13
1.06709e+06;651119;1.28405e+06;2;15
1.06398e+06;584551;1.29087e+06;2;12
1.06393e+06;622409;1.28672e+06;3;14
1.0619e+06;665598;1.28547e+06;3;14
1.06189e+06;675469;1.28451e+06;3;14
1.05958e+06;609477;1.28884e+06;2;14
1.0575e+06;587715;1.29119e+06;2;14
1.05664e+06;595100;1.28994e+06;3;12
1.05597e+06;663571;1.28592e+06;3;15
1.05453e+06;643023;1.28637e+06;3;14
1.0545e+06;585989;1.29142e+06;3;13
1.0541e+06;675502;1.28407e+06;3;15
1.05402e+06;675502;1.28417e+06;3;15
1.05274e+06;616991;1.2883e+06;2;15
1.0516e+06;675502;1.28418e+06;3;15
1.051e+06;668986;1.28471e+06;3;15
1.05049e+06;587826;1.29236e+06;3;13
1.04974e+06;619831;1.28871e+06;3;14
1.04972e+06;663399;1.28618e+06;3;15
1.04953e+06;675502;1.2842e+06;3;15
1.0493e+06;675502;1.2842e+06;3;15
1.04921e+06;640954;1.2864e+06;3;14
1.04656e+06;623581;1.28807e+06;3;14
1.04506e+06;588373;1.29215e+06;3;15
1.04473e+06;675502;1.28441e+06;3;15
1.04436e+06;589643;1.29183e+06;3;14
1.04411e+06;600278;1.28893e+06;3;14
1.04351e+06;669321;1.28632e+06;2;13
1.04316e+06;621784;1.28871e+06;3;14
1.04075e+06;629875;1.2868e+06;2;15
1.03908e+06;591737;1.29201e+06;2;13
1.03841e+06;675502;1.28492e+06;3;15
1.03581e+06;677374;1.28558e+06;2;15
1.03505e+06;574947;1.29247e+06;3;14
1.03451e+06;571559;1.29336e+06;3;13
1.03358e+06;644078;1.28658e+06;3;15
1.03156e+06;677185;1.28649e+06;3;14
1.03032e+06;616313;1.28961e+06;3;15
1.0299e+06;595355;1.2915e+06;2;13
1.02586e+06;563974;1.29471e+06;3;14
1.02547e+06;601274;1.29002e+06;2;14
1.023e+06;652584;1.28711e+06;2;15
1.02241e+06;580982;1.29268e+06;2;14
1.01976e+06;626779;1.28746e+06;3;15
1.0165e+06;567618;1.2951e+06;2;14
1.01142e+06;611769;1.2898e+06;2;15
1.01105e+06;582742;1.29288e+06;2;14
1.00992e+06;616402;1.28873e+06;2;15
1.00841e+06;676007;1.28678e+06;2;15
1.00839e+06;563235;1.29683e+06;3;14
